file,sound,param,value,crest_factor_db,spectral_centroid_hz,spectral_centroid_hz_100ms,centroid_slope_hz_per_ms,band_sub_share,band_low_share,band_lowmid_share,band_mid_share,band_high_share,band_air_share,decay20_ms,decay40_ms,sustain_share,conf
corpus:063-der-schwarze-adel-fuck-society@5.352,kick,corpus,5.352,10.40626,2158.12331,2158.12331,-33.75234,0.57728,0.36706,0.03602,0.00992,0.00629,0.00344,16.0,58.0,0.0099,0.96
corpus:063-der-schwarze-adel-fuck-society@9.787,kick,corpus,9.787,6.39902,836.46925,820.77406,-2.24386,0.53773,0.45236,0.00654,0.00291,0.00034,0.00012,62.0,162.0,0.48383,0.895
corpus:063-der-schwarze-adel-fuck-society@10.298,kick,corpus,10.298,8.30898,1897.17624,1897.17624,0.13156,0.4399,0.50663,0.02263,0.02734,0.00259,0.00092,58.0,58.0,0.14227,0.869
corpus:063-der-schwarze-adel-fuck-society@15.732,clap,corpus,15.732,16.76778,1415.03223,1530.4673,1.87036,0.00929,0.04849,0.01701,0.91676,0.00844,1e-05,74.0,220.0,0.99937,0.841
corpus:063-der-schwarze-adel-fuck-society@17.81,clap,corpus,17.81,17.62742,1187.5383,1551.25181,-0.10556,0.00727,0.04808,0.01964,0.90995,0.01498,8e-05,68.0,138.0,0.99906,0.841
corpus:063-der-schwarze-adel-fuck-society@17.38,clap,corpus,17.38,17.05851,1188.77454,1562.11923,-0.23555,0.00937,0.0496,0.0196,0.90749,0.01389,5e-05,52.0,150.0,0.99986,0.833
corpus:063-der-schwarze-adel-fuck-society@40.623,hook,corpus,40.623,18.75075,2822.0149,1724.00298,7.0572,0.01382,0.07798,0.44677,0.45152,0.00877,0.00114,44.0,400.0,0.08635,0.831
corpus:063-der-schwarze-adel-fuck-society@19.017,clap,corpus,19.017,17.70581,963.71092,1513.22046,-1.52738,0.00788,0.04127,0.01852,0.91753,0.01458,0.00021,64.0,140.0,0.99993,0.822
corpus:063-der-schwarze-adel-fuck-society@19.458,clap,corpus,19.458,17.26115,982.39156,1585.6612,-1.52438,0.00986,0.04782,0.0216,0.90618,0.01433,0.00021,58.0,134.0,0.99982,0.82
corpus:063-der-schwarze-adel-fuck-society@16.161,clap,corpus,16.161,17.32473,1353.36781,1509.91912,0.99816,0.0092,0.0495,0.02271,0.9079,0.01068,1e-05,56.0,146.0,0.88601,0.812
corpus:063-der-schwarze-adel-fuck-society@22.744,clap,corpus,22.744,17.8636,981.91861,1748.94077,-2.31081,0.00925,0.04633,0.03533,0.89389,0.01494,0.00026,70.0,132.0,0.99993,0.808
corpus:063-der-schwarze-adel-fuck-society@20.294,clap,corpus,20.294,17.81745,939.3651,1429.63748,-1.14292,0.00914,0.05458,0.04156,0.88048,0.01402,0.00021,66.0,156.0,0.99946,0.802
corpus:063-der-schwarze-adel-fuck-society@41.448,hook,corpus,41.448,18.19276,2095.48451,1223.28382,8.02242,0.01453,0.09186,0.45652,0.42932,0.00749,0.00028,38.0,270.0,0.08012,0.802
corpus:063-der-schwarze-adel-fuck-society@25.716,hook,corpus,25.716,17.54358,689.4025,1279.06757,-1.80586,0.02523,0.058,0.0285,0.87232,0.01565,0.0003,64.0,304.0,0.15987,0.801
corpus:063-der-schwarze-adel-fuck-society@27.376,hook,corpus,27.376,18.86479,740.09475,1099.50976,-0.83111,0.02165,0.05297,0.02491,0.88149,0.01861,0.00038,70.0,266.0,0.10175,0.801
corpus:063-der-schwarze-adel-fuck-society@27.794,hook,corpus,27.794,19.0957,687.14763,1257.23876,-0.7844,0.02114,0.05406,0.01497,0.8964,0.01311,0.00031,52.0,262.0,0.08166,0.797
corpus:063-der-schwarze-adel-fuck-society@24.067,hook,corpus,24.067,17.41693,711.45752,1182.42092,-0.60339,0.01789,0.0636,0.03219,0.87093,0.01513,0.00026,70.0,286.0,0.12134,0.794
corpus:063-der-schwarze-adel-fuck-society@24.485,hook,corpus,24.485,17.44789,698.25502,1243.15862,-1.04001,0.02232,0.06591,0.02739,0.87416,0.00994,0.00028,70.0,232.0,0.09805,0.792
corpus:063-der-schwarze-adel-fuck-society@42.272,hook,corpus,42.272,18.76101,1679.36228,973.74104,7.45314,0.01598,0.12327,0.4822,0.37234,0.00607,0.00014,40.0,172.0,0.07524,0.791
corpus:063-der-schwarze-adel-fuck-society@11.97,kick,corpus,11.97,11.58787,2380.33755,2380.33755,-15.7689,0.33541,0.52187,0.06576,0.06629,0.00754,0.00313,28.0,46.0,0.0,0.785
corpus:063-der-schwarze-adel-fuck-society@34.551,space,corpus,34.551,12.93094,4472.99459,3459.13904,12.63881,0.1803,0.16661,0.0142,0.03025,0.44424,0.1644,254.0,254.0,0.8788,0.77
corpus:063-der-schwarze-adel-fuck-society@8.649,kick,corpus,8.649,11.94244,2248.5628,2248.5628,-13.20008,0.32513,0.41865,0.0365,0.14024,0.07477,0.0047,38.0,80.0,0.02659,0.661
corpus:064-evade-nld25@39.242,space,corpus,39.242,9.37182,5728.73113,5728.73113,30.92056,0.33581,0.29725,0.0036,0.00171,0.02595,0.33569,80.0,80.0,0.28127,0.926
corpus:064-evade-nld25@42.423,space,corpus,42.423,10.03216,5678.08903,5678.08903,34.6383,0.30033,0.27824,0.00397,0.00113,0.02971,0.38662,80.0,80.0,0.23227,0.926
corpus:064-evade-nld25@35.654,space,corpus,35.654,11.88717,5694.28105,5667.10517,33.01469,0.29305,0.25883,0.0054,0.00163,0.02207,0.41902,104.0,104.0,0.297,0.921
corpus:064-evade-nld25@53.812,space,corpus,53.812,10.57492,3887.93179,5070.29124,2.53587,0.38333,0.5023,0.06513,0.00379,0.02454,0.02092,144.0,400.0,0.99831,0.903
corpus:064-evade-nld25@5.979,hat,corpus,5.979,16.41735,6903.4402,7448.91354,-6.55202,0.0,0.0,7e-05,0.00015,0.05791,0.94186,82.0,136.0,0.79804,0.874
corpus:064-evade-nld25@8.127,hat,corpus,8.127,12.99166,7557.33944,7663.4752,0.02537,1e-05,1e-05,1e-05,6e-05,0.04726,0.95265,90.0,400.0,0.88546,0.844
corpus:064-evade-nld25@12.33,hat,corpus,12.33,16.34435,7227.49605,7411.7758,-1.89596,0.0,1e-05,2e-05,0.00036,0.0612,0.93841,86.0,400.0,0.81024,0.842
corpus:064-evade-nld25@9.137,hat,corpus,9.137,15.67678,7297.7595,7316.27929,-0.49985,1e-05,1e-05,3e-05,0.00025,0.05684,0.94287,88.0,400.0,0.85291,0.838
corpus:064-evade-nld25@12.829,hat,corpus,12.829,15.66745,7209.66145,7410.15349,-2.27193,0.0,0.0,1e-05,0.00095,0.07718,0.92186,92.0,278.0,0.80214,0.833
corpus:064-evade-nld25@11.32,hat,corpus,11.32,13.75964,7502.71563,7613.94727,-0.01779,1e-05,1e-05,1e-05,0.00017,0.05346,0.94634,92.0,400.0,0.82906,0.831
corpus:064-evade-nld25@49.47,hat,corpus,49.47,13.95955,7488.43107,7604.67659,-0.01769,0.0,0.0,5e-05,0.00019,0.05162,0.94813,400.0,400.0,0.81773,0.83
corpus:064-evade-nld25@8.719,hat,corpus,8.719,18.11529,7309.36883,7390.20696,-0.40835,1e-05,0.0,2e-05,0.01211,0.04845,0.93941,96.0,340.0,0.81197,0.828
corpus:064-evade-nld25@46.196,hat,corpus,46.196,13.50403,7514.36208,7537.58286,0.10379,1e-05,1e-05,4e-05,6e-05,0.04903,0.95086,70.0,400.0,0.79172,0.825
corpus:064-evade-nld25@48.669,hat,corpus,48.669,14.12578,7427.1198,7530.60244,-0.32841,0.0,0.0,1e-05,0.00017,0.06195,0.93786,76.0,400.0,0.78763,0.82
corpus:064-evade-nld25@6.734,hat,corpus,6.734,15.65318,7310.5807,6881.2093,2.69638,0.0,0.0,2e-05,4e-05,0.04421,0.95573,174.0,324.0,0.92626,0.819
corpus:064-evade-nld25@7.349,hat,corpus,7.349,13.78407,7462.21015,7522.56594,-0.11973,1e-05,1e-05,2e-05,9e-05,0.0596,0.94027,78.0,400.0,0.78492,0.818
corpus:064-evade-nld25@24.834,kick,corpus,24.834,11.29278,3765.10472,4697.66581,-14.43649,0.49534,0.40282,0.00819,0.00064,0.00475,0.08826,110.0,186.0,0.35974,0.806
corpus:064-evade-nld25@28.026,kick,corpus,28.026,10.93464,3802.15591,4814.14434,-25.51299,0.48787,0.38873,0.00561,8e-05,0.00415,0.11356,90.0,162.0,0.32956,0.805
corpus:064-evade-nld25@21.653,kick,corpus,21.653,11.13422,3751.39773,4634.54434,-14.67405,0.47458,0.42422,0.01025,0.00204,0.00482,0.0841,110.0,196.0,0.36834,0.793
corpus:064-evade-nld25@19.865,kick,corpus,19.865,5.69211,1566.64065,2676.67187,-21.55885,0.37573,0.52193,0.09664,0.00306,0.00011,0.00254,208.0,208.0,0.83641,0.787
corpus:064-evade-nld25@43.909,kick,corpus,43.909,10.20371,4158.68726,4796.78624,-15.12073,0.46287,0.43206,0.00873,0.00302,0.00435,0.08897,100.0,162.0,0.33738,0.786
corpus:064-evade-nld25@62.984,kick,corpus,62.984,10.34306,3799.59074,4872.85531,-19.49532,0.46134,0.42415,0.01003,0.00339,0.00468,0.09641,90.0,186.0,0.31286,0.786
corpus:064-evade-nld25@18.483,kick,corpus,18.483,11.75638,3630.64639,4827.31893,-18.63516,0.4591,0.42482,0.00885,0.00218,0.00555,0.0995,92.0,196.0,0.33642,0.779
corpus:064-evade-nld25@3.982,kick,corpus,3.982,5.39591,1136.24789,2026.26887,-10.78132,0.38499,0.5225,0.08756,0.00229,0.0003,0.00235,130.0,208.0,0.73269,0.776
corpus:064-evade-nld25@47.09,kick,corpus,47.09,11.7226,3594.80242,4880.85561,-18.34585,0.46401,0.41265,0.00939,0.00301,0.00466,0.10629,110.0,208.0,0.32443,0.773
corpus:064-evade-nld25@31.196,kick,corpus,31.196,10.29072,4128.91249,4894.62492,-16.30029,0.4552,0.42614,0.00835,0.00249,0.00596,0.10186,100.0,162.0,0.3316,0.772
corpus:064-evade-nld25@32.578,kick,corpus,32.578,5.26398,1898.85502,2717.64804,-18.92273,0.3626,0.53357,0.09668,0.00346,0.00042,0.00327,174.0,174.0,0.83133,0.768
corpus:064-evade-nld25@26.215,kick,corpus,26.215,6.04418,1918.89882,3292.07872,-24.29365,0.3754,0.52709,0.09182,0.00238,0.00028,0.00304,196.0,196.0,0.85364,0.766
corpus:064-evade-nld25@0.174,clap,corpus,0.174,15.87418,3508.43246,3213.4244,8.08246,0.00693,0.00719,0.00521,0.5923,0.32746,0.06091,68.0,186.0,0.91974,0.725
corpus:064-evade-nld25@30.894,hook,corpus,30.894,13.8708,5335.17222,5335.17222,3.40362,2e-05,0.00036,0.28081,0.01981,0.43611,0.26289,62.0,92.0,0.13016,0.712
corpus:064-evade-nld25@40.124,hook,corpus,40.124,18.96238,5794.47221,5642.72639,-1.0225,0.00028,0.00092,0.27817,0.01918,0.42598,0.27547,56.0,136.0,0.25444,0.683
corpus:064-evade-nld25@5.283,hook,corpus,5.283,12.91777,5249.61965,5249.61965,11.59808,2e-05,0.0006,0.27548,0.02372,0.41714,0.28304,68.0,80.0,0.04812,0.669
corpus:064-evade-nld25@5.155,hook,corpus,5.155,15.34576,5538.56941,5540.43786,-7.22152,0.00018,0.00109,0.26636,0.01909,0.46632,0.24695,60.0,128.0,0.34726,0.664
corpus:064-evade-nld25@22.43,clap,corpus,22.43,16.73603,4628.49531,4281.93009,6.16442,0.00831,0.01123,0.01486,0.61658,0.25789,0.09112,114.0,220.0,0.8205,0.657
corpus:064-evade-nld25@33.89,hook,corpus,33.89,16.29048,5513.21715,5170.7772,11.01507,3e-05,0.00016,0.25931,0.02396,0.46348,0.25305,70.0,130.0,0.06644,0.642
corpus:064-evade-nld25@62.276,hook,corpus,62.276,19.99874,6413.47231,5506.52783,1.48434,0.00013,0.00264,0.25396,0.01627,0.45732,0.26968,56.0,210.0,0.2956,0.623
corpus:064-evade-nld25@8.661,hook,corpus,8.661,10.98869,7697.57218,7697.57218,6.07153,0.0,0.0,0.0,9e-05,0.03934,0.96056,58.0,58.0,0.02448,0.62
corpus:064-evade-nld25@28.317,hook,corpus,28.317,13.41635,5458.10912,5458.10912,7.97926,0.00071,0.001,0.28444,0.0167,0.46783,0.22932,92.0,92.0,0.111,0.619
corpus:067-user10000667856-the-heart-of-africa@32.264,kick,corpus,32.264,7.83967,2656.9674,2656.9674,-6.42375,0.76222,0.22397,0.00253,0.00193,0.00612,0.00323,32.0,92.0,0.51911,0.93
corpus:067-user10000667856-the-heart-of-africa@63.797,kick,corpus,63.797,7.89369,2755.8904,2755.8904,-6.55868,0.76059,0.22305,0.00334,0.00222,0.00736,0.00344,32.0,92.0,0.52217,0.928
corpus:067-user10000667856-the-heart-of-africa@14.745,kick,corpus,14.745,7.40272,2429.57109,2429.57109,-0.90308,0.74733,0.23908,0.00313,0.00221,0.00586,0.0024,18.0,92.0,0.45643,0.914
corpus:067-user10000667856-the-heart-of-africa@41.889,kick,corpus,41.889,7.80714,3047.70615,2997.17541,-7.01968,0.74298,0.23425,0.0054,0.00324,0.00836,0.00576,32.0,104.0,0.69482,0.846
corpus:067-user10000667856-the-heart-of-africa@1.707,hook,corpus,1.707,12.61362,4174.8236,4174.8236,-0.77806,0.00784,0.04033,0.02255,0.35006,0.42462,0.1546,68.0,68.0,0.12924,0.84
corpus:067-user10000667856-the-heart-of-africa@56.784,kick,corpus,56.784,7.55597,2599.72757,2599.72757,0.22783,0.74103,0.24424,0.00291,0.00229,0.00659,0.00294,18.0,92.0,0.61082,0.807
corpus:067-user10000667856-the-heart-of-africa@4.331,hook,corpus,4.331,14.08364,4207.32675,4186.42317,2.02632,0.00651,0.06617,0.0425,0.30044,0.43863,0.14575,104.0,104.0,0.23154,0.768
corpus:067-user10000667856-the-heart-of-africa@4.435,hook,corpus,4.435,12.47338,4092.36915,4092.36915,-7.6755,0.01157,0.14746,0.10017,0.1568,0.45144,0.13256,80.0,80.0,0.27402,0.766
corpus:067-user10000667856-the-heart-of-africa@0.824,hook,corpus,0.824,14.51447,4207.20592,4119.94424,4.27062,0.00578,0.06205,0.03673,0.32239,0.43615,0.13691,104.0,104.0,0.23298,0.732
corpus:067-user10000667856-the-heart-of-africa@0.929,hook,corpus,0.929,11.56268,4262.70366,4262.70366,-1.5301,0.00707,0.13488,0.10864,0.15891,0.45429,0.13619,80.0,80.0,0.28807,0.728
corpus:067-user10000667856-the-heart-of-africa@7.941,hook,corpus,7.941,12.18598,4212.77943,4247.76317,-5.98761,0.01391,0.1634,0.13607,0.13199,0.42148,0.13315,104.0,104.0,0.31557,0.728
corpus:067-user10000667856-the-heart-of-africa@3.448,hook,corpus,3.448,15.91975,4156.53696,4174.31784,4.52159,0.01005,0.05563,0.03878,0.31846,0.42378,0.1533,104.0,104.0,0.25163,0.727
corpus:067-user10000667856-the-heart-of-africa@32.148,kick,corpus,32.148,7.90612,2431.66391,2517.14404,-18.01177,0.23217,0.62506,0.11599,0.00722,0.01292,0.00665,12.0,116.0,0.67476,0.727
corpus:067-user10000667856-the-heart-of-africa@17.589,hook,corpus,17.589,12.02441,4059.05451,4059.05451,-1.14083,0.02319,0.15905,0.25787,0.10098,0.32882,0.13008,68.0,68.0,0.16139,0.726
corpus:067-user10000667856-the-heart-of-africa@39.265,kick,corpus,39.265,8.08566,2637.05287,2563.13689,1.95539,0.74795,0.23736,0.00253,0.00227,0.00658,0.0033,38.0,104.0,0.6595,0.724
corpus:067-user10000667856-the-heart-of-africa@63.681,kick,corpus,63.681,7.79867,2589.26638,2655.9978,-16.61102,0.22864,0.61549,0.12339,0.00863,0.01598,0.00787,12.0,116.0,0.66879,0.708
corpus:067-user10000667856-the-heart-of-africa@41.784,kick,corpus,41.784,7.6607,2988.22112,2989.67447,-15.86867,0.23203,0.63799,0.09579,0.00688,0.01629,0.01102,104.0,104.0,0.66164,0.693
corpus:067-user10000667856-the-heart-of-africa@38.383,kick,corpus,38.383,8.3264,2660.01978,2589.26171,-2.01357,0.74116,0.23826,0.00732,0.00342,0.00622,0.00362,30.0,116.0,0.7646,0.692
corpus:067-user10000667856-the-heart-of-africa@24.346,kick,corpus,24.346,7.28744,2234.24454,2122.0018,4.57067,0.64448,0.34008,0.00681,0.00248,0.00404,0.00211,14.0,128.0,0.62297,0.69
corpus:067-user10000667856-the-heart-of-africa@14.629,kick,corpus,14.629,7.72396,2390.72895,2472.37032,-14.67784,0.22732,0.65477,0.09273,0.00703,0.01226,0.00589,12.0,116.0,0.75726,0.683
corpus:068-user04374532748-acid-hell@34.075,kick,corpus,34.075,3.45909,1714.18717,1918.95331,-19.6781,0.42732,0.50822,0.05689,0.00166,0.00521,0.0007,104.0,104.0,0.6068,0.895
corpus:068-user04374532748-acid-hell@32.287,kick,corpus,32.287,4.21436,2002.6713,2259.42494,-24.55518,0.45252,0.47731,0.05875,0.00164,0.00888,0.0009,116.0,116.0,0.6877,0.894
corpus:068-user04374532748-acid-hell@29.605,kick,corpus,29.605,3.40016,2140.62757,2216.74947,-15.25507,0.4713,0.47665,0.04486,0.00244,0.00317,0.00157,104.0,104.0,0.63276,0.888
corpus:068-user04374532748-acid-hell@35.863,kick,corpus,35.863,3.68932,1395.0318,1718.2338,-16.09389,0.44437,0.48785,0.06243,0.00295,0.00211,0.00028,116.0,116.0,0.68962,0.878
corpus:068-user04374532748-acid-hell@28.7,kick,corpus,28.7,4.08321,2097.81325,2603.75706,-20.75504,0.41721,0.49863,0.06316,0.00346,0.01556,0.00198,116.0,116.0,0.62263,0.872
corpus:068-user04374532748-acid-hell@30.499,kick,corpus,30.499,4.21155,2548.95427,2610.80543,-14.40571,0.45164,0.47014,0.04585,0.00346,0.02676,0.00214,104.0,104.0,0.64561,0.862
corpus:068-user04374532748-acid-hell@26.912,kick,corpus,26.912,3.87318,2283.91052,2487.02654,-13.75363,0.42659,0.50143,0.05135,0.00478,0.01351,0.00234,116.0,116.0,0.62442,0.854
corpus:068-user04374532748-acid-hell@24.23,kick,corpus,24.23,3.16678,2032.71206,1996.10762,-9.35177,0.42919,0.5145,0.05047,0.00287,0.00149,0.00148,104.0,104.0,0.59974,0.853
corpus:068-user04374532748-acid-hell@26.018,kick,corpus,26.018,3.11993,1962.22272,1958.48004,-9.23603,0.40481,0.52574,0.06293,0.00298,0.00235,0.00119,104.0,104.0,0.57546,0.849
corpus:068-user04374532748-acid-hell@31.393,kick,corpus,31.393,3.98188,2105.24343,1978.32772,-10.7767,0.43722,0.49932,0.05425,0.00319,0.00509,0.00093,104.0,104.0,0.66067,0.847
corpus:068-user04374532748-acid-hell@43.027,kick,corpus,43.027,3.33039,1564.76499,1750.60853,-11.57356,0.41901,0.5074,0.06335,0.00462,0.00535,0.00027,116.0,116.0,0.66659,0.847
corpus:068-user04374532748-acid-hell@36.537,kick,corpus,36.537,5.32925,879.75534,1086.50134,-12.44638,0.39587,0.55625,0.04608,0.00136,0.00036,8e-05,104.0,104.0,0.70829,0.846
corpus:068-user04374532748-acid-hell@12.005,space,corpus,12.005,7.04922,3914.57255,3871.15439,2.28196,0.23001,0.52933,0.07602,0.02231,0.07933,0.06301,400.0,400.0,0.90927,0.776
corpus:068-user04374532748-acid-hell@4.841,space,corpus,4.841,7.72636,3916.92662,3927.57819,2.14488,0.22875,0.51762,0.07989,0.02383,0.08573,0.06418,400.0,400.0,0.88562,0.771
corpus:068-user04374532748-acid-hell@10.217,space,corpus,10.217,7.81503,3928.88743,3834.45111,2.18365,0.22805,0.52089,0.07853,0.0228,0.08615,0.06358,400.0,400.0,0.89571,0.764
corpus:068-user04374532748-acid-hell@0.813,space,corpus,0.813,6.9336,3976.21906,3592.37048,3.04854,0.2184,0.54695,0.08466,0.01607,0.07634,0.05759,400.0,400.0,0.90983,0.76
corpus:068-user04374532748-acid-hell@46.045,hook,corpus,46.045,11.80247,2128.00631,2409.08111,-5.75656,0.13565,0.27323,0.13176,0.3746,0.07846,0.0063,232.0,232.0,0.63618,0.653
corpus:068-user04374532748-acid-hell@47.833,hook,corpus,47.833,11.63194,1654.67276,1923.22481,-3.52621,0.13931,0.29614,0.13493,0.39199,0.03552,0.00212,56.0,232.0,0.64444,0.642
corpus:068-user04374532748-acid-hell@46.939,hook,corpus,46.939,11.7702,1897.01079,2188.83085,-4.57537,0.13901,0.28922,0.11861,0.39037,0.0588,0.00399,232.0,232.0,0.65253,0.641
corpus:068-user04374532748-acid-hell@63.959,hook,corpus,63.959,7.3808,3095.87694,3095.87694,-15.45274,0.1689,0.17713,0.27042,0.18003,0.17167,0.03184,40.0,40.0,0.0,0.623
corpus:068-user04374532748-acid-hell@46.44,hook,corpus,46.44,11.52039,2040.9016,2494.12992,-11.62478,0.09643,0.21718,0.14199,0.4955,0.04237,0.00654,174.0,174.0,0.8204,0.606
corpus:069-user77856934351-alante@23.313,kick,corpus,23.313,7.1132,959.56334,908.81676,-6.3996,0.59054,0.39427,0.01124,0.00189,0.002,5e-05,16.0,116.0,0.42292,0.941
corpus:069-user77856934351-alante@30.476,kick,corpus,30.476,7.23047,1161.63853,1065.42368,-2.68696,0.58594,0.39751,0.01232,0.00219,0.00196,8e-05,38.0,116.0,0.42157,0.925
corpus:069-user77856934351-alante@55.554,kick,corpus,55.554,7.22007,1022.45213,1147.53192,-1.37099,0.58976,0.39236,0.01149,0.00438,0.00196,6e-05,26.0,116.0,0.42675,0.916
corpus:069-user77856934351-alante@12.132,kick,corpus,12.132,12.25488,1640.98093,2226.72875,-7.93755,0.58639,0.34592,0.01957,0.02739,0.01507,0.00565,38.0,220.0,0.40172,0.912
corpus:069-user77856934351-alante@4.969,kick,corpus,4.969,12.40876,1673.2795,2241.11388,-7.22653,0.59455,0.34049,0.01458,0.02885,0.0156,0.00593,32.0,220.0,0.39882,0.911
corpus:069-user77856934351-alante@48.483,kick,corpus,48.483,7.37604,2017.46263,1961.88664,-8.86648,0.4846,0.47282,0.02232,0.00759,0.01166,0.00101,18.0,104.0,0.38098,0.909
corpus:069-user77856934351-alante@16.614,kick,corpus,16.614,11.26246,1540.97071,2080.08134,-7.68774,0.58854,0.355,0.01082,0.02542,0.01434,0.00588,98.0,220.0,0.46665,0.905
corpus:069-user77856934351-alante@15.72,kick,corpus,15.72,12.25277,1777.05838,2190.36636,-4.07395,0.59408,0.3367,0.01917,0.02814,0.01614,0.00577,98.0,208.0,0.36801,0.904
corpus:069-user77856934351-alante@13.026,kick,corpus,13.026,10.95959,1598.91873,2141.30888,-8.51533,0.55342,0.38119,0.02046,0.02622,0.01315,0.00555,60.0,220.0,0.45651,0.897
corpus:069-user77856934351-alante@23.429,kick,corpus,23.429,7.27584,2184.65458,2184.65458,-22.50694,0.40796,0.5468,0.01989,0.00603,0.01788,0.00145,80.0,80.0,0.48725,0.895
corpus:069-user77856934351-alante@8.545,kick,corpus,8.545,12.02168,1696.46357,2061.71773,-2.41313,0.59303,0.34729,0.01463,0.02554,0.01412,0.00539,32.0,220.0,0.38525,0.894
corpus:069-user77856934351-alante@9.451,kick,corpus,9.451,11.55103,1688.10189,2169.94866,-6.06156,0.58322,0.35739,0.01315,0.02591,0.01435,0.00598,62.0,208.0,0.46195,0.894
corpus:069-user77856934351-alante@58.468,hook,corpus,58.468,16.38911,1886.37222,2447.54731,-0.83136,0.07884,0.24934,0.17203,0.3424,0.14409,0.01329,68.0,400.0,0.4585,0.724
corpus:069-user77856934351-alante@60.267,hook,corpus,60.267,15.65807,1849.03338,2533.2637,-1.33801,0.09042,0.26681,0.17015,0.3259,0.13406,0.01266,134.0,400.0,0.48159,0.702
corpus:069-user77856934351-alante@61.15,hook,corpus,61.15,17.57779,2665.00552,3102.57928,-1.59097,0.07347,0.21772,0.1438,0.3582,0.17622,0.03059,112.0,400.0,0.50807,0.689
corpus:069-user77856934351-alante@63.82,hook,corpus,63.82,14.6228,2120.65365,2739.42974,-8.56027,0.04726,0.23788,0.14772,0.38536,0.16634,0.01543,120.0,180.0,0.63023,0.686
corpus:069-user77856934351-alante@59.35,hook,corpus,59.35,16.83767,1862.61039,2547.59919,-1.59343,0.0848,0.2647,0.16877,0.33191,0.13716,0.01266,102.0,400.0,0.60293,0.628
corpus:072-user55454557544-rolling-knarz@13.909,kick,corpus,13.909,3.84408,1468.42579,1468.42579,-15.18114,0.65819,0.31344,0.0202,0.00547,0.00241,0.0003,80.0,80.0,0.34091,0.968
corpus:072-user55454557544-rolling-knarz@48.832,space,corpus,48.832,7.45369,5070.95054,4510.44747,40.2591,0.55155,0.23061,0.01141,0.00517,0.0496,0.15166,128.0,128.0,0.28662,0.965
corpus:072-user55454557544-rolling-knarz@17.438,kick,corpus,17.438,3.92182,1568.18446,1568.18446,-10.0791,0.65729,0.31344,0.021,0.0054,0.00255,0.00031,80.0,80.0,0.34431,0.962
corpus:072-user55454557544-rolling-knarz@15.673,kick,corpus,15.673,3.85856,1863.73744,1863.73744,-9.12348,0.63312,0.33988,0.0165,0.00614,0.00359,0.00077,68.0,68.0,0.24733,0.959
corpus:072-user55454557544-rolling-knarz@19.168,kick,corpus,19.168,3.70159,1976.60186,2042.95711,-12.00162,0.65939,0.30839,0.02294,0.00315,0.00479,0.00134,104.0,104.0,0.48571,0.95
corpus:072-user55454557544-rolling-knarz@12.109,kick,corpus,12.109,3.89544,1939.71993,1994.67354,-10.95753,0.66102,0.30689,0.02298,0.00332,0.00451,0.00128,104.0,104.0,0.47083,0.949
